n,algorithm,median_us,minimum_us,samples,theoretical_flops,speedup_vs_radix2,checksum
32,tangent-sse3,0.145000000,0.138000000,16384,456,2.537931,-4.2921981811523438
32,tangent-ssse3,0.146000000,0.137000000,16384,456,2.520548,-4.2921981811523438
32,tangent-sse4.1,0.145000000,0.137000000,16384,456,2.537931,-4.2921981811523438
32,tangent-sse4.2,0.142000000,0.137000000,16384,456,2.591549,-4.2921981811523438
32,lane4-c,0.227000000,0.223000000,16384,0,1.621145,-4.2921977043151855
32,lane4-sse,0.073000000,0.070000000,16384,0,5.041096,-4.2921972274780273
32,lane4-sse2,0.072000000,0.070000000,16384,0,5.111111,-4.2921972274780273
32,lane4-sse3,0.075000000,0.070000000,16384,0,4.906667,-4.2921972274780273
32,lane4-ssse3,0.075000000,0.072000000,16384,0,4.906667,-4.2921972274780273
32,lane4-sse4.1,0.073000000,0.070000000,16384,0,5.041096,-4.2921972274780273
32,lane4-sse4.2,0.073000000,0.070000000,16384,0,5.041096,-4.2921972274780273
32,lane4-avx,0.052000000,0.048000000,16384,0,7.076923,-4.2921977043151855
32,lane4-avx-fma,0.053000000,0.049000000,16384,0,6.943396,-4.2921977043151855
32,lane4-avx2,0.053000000,0.050000000,16384,0,6.943396,-4.2921977043151855
32,lane4-avx2-fma,0.051000000,0.049000000,16384,0,7.215686,-4.2921977043151855
32,lane2-sse,0.093000000,0.068000000,16384,0,3.956989,-4.2921972274780273
32,ffmpeg-avtx,0.072000000,0.069000000,16384,0,5.111111,-4.2921981811523438
32,lane8-avx2-fma,0.073000000,0.071000000,16384,0,5.041096,-4.2921977043151855
32,hw-sse-auto,0.070000000,0.067000000,16384,0,5.257143,-4.2921972274780273
32,ffmpeg-sse,0.196000000,0.186000000,16384,0,1.877551,-4.2921981811523438
32,scaled-h16-hybrid,0.402000000,0.382000000,16384,0,0.915423,-4.2921981811523438
32,scaled-h16-paired-avx2,0.620000000,0.383000000,16384,0,0.593548,-4.2921981811523438
64,radix-2,0.789000000,0.783000000,16384,1296,1.000000,10.391799926757812
64,split-radix,0.894000000,0.886000000,16384,1160,0.882550,10.391799926757812
64,tangent,0.527000000,0.521000000,16384,1152,1.497154,10.391799926757812
64,tangent-x86-asm,0.112000000,0.107000000,16384,1152,7.044643,10.391799926757812
64,tangent-sse,0.259000000,0.245000000,16384,1152,3.046332,10.391799926757812
64,tangent-sse2,0.250000000,0.246000000,16384,1152,3.156000,10.391799926757812
64,tangent-sse3,0.254000000,0.243000000,16384,1152,3.106299,10.391799926757812
64,tangent-ssse3,0.248000000,0.243000000,16384,1152,3.181452,10.391799926757812
64,tangent-sse4.1,0.256000000,0.243000000,16384,1152,3.082031,10.391799926757812
64,tangent-sse4.2,0.249000000,0.243000000,16384,1152,3.168675,10.391799926757812
64,lane4-c,0.461000000,0.454000000,16384,0,1.711497,10.391799926757812
64,lane4-sse,0.121000000,0.116000000,16384,0,6.520661,10.391799926757812
64,lane4-sse2,0.122000000,0.117000000,16384,0,6.467213,10.391799926757812
64,lane4-sse3,0.121000000,0.117000000,16384,0,6.520661,10.391799926757812
64,lane4-ssse3,0.125000000,0.121000000,16384,0,6.312000,10.391799926757812
64,lane4-sse4.1,0.120000000,0.116000000,16384,0,6.575000,10.391799926757812
64,lane4-sse4.2,0.122000000,0.117000000,16384,0,6.467213,10.391799926757812
64,lane4-avx,0.078000000,0.074000000,16384,0,10.115385,10.391799926757812
64,lane4-avx-fma,0.078000000,0.075000000,16384,0,10.115385,10.391799926757812
64,lane4-avx2,0.083000000,0.078000000,16384,0,9.506024,10.391799926757812
64,lane4-avx2-fma,0.078000000,0.075000000,16384,0,10.115385,10.391799926757812
64,lane2-sse,0.156000000,0.114000000,16384,0,5.057692,10.391799926757812
64,ffmpeg-avtx,0.122000000,0.117000000,16384,0,6.467213,10.391799926757812
64,lane8-avx2-fma,0.099000000,0.094000000,16384,0,7.969697,10.391800880432129
64,hw-sse-auto,0.119000000,0.116000000,16384,0,6.630252,10.391799926757812
64,ffmpeg-sse,0.381000000,0.370000000,16384,0,2.070866,10.391799926757812
64,scaled-h16-hybrid,0.775000000,0.755000000,16384,0,1.018065,10.391799926757812
64,scaled-h16-paired-avx2,0.792000000,0.757000000,16384,0,0.996212,10.391799926757812
128,radix-2,1.866000000,1.797000000,16384,3216,1.000000,-9.0348949432373047
128,split-radix,1.924000000,1.906000000,16384,2824,0.969854,-9.0348949432373047
128,tangent,1.189000000,1.145000000,16384,2792,1.569386,-9.0348968505859375
128,tangent-x86-asm,0.221000000,0.211000000,16384,2792,8.443439,-9.0348949432373047
128,tangent-sse,0.515000000,0.507000000,16384,2792,3.623301,-9.0348968505859375
128,tangent-sse2,0.515000000,0.506000000,16384,2792,3.623301,-9.0348968505859375
128,tangent-sse3,0.512000000,0.506000000,16384,2792,3.644531,-9.0348968505859375
128,tangent-ssse3,0.513000000,0.506000000,16384,2792,3.637427,-9.0348968505859375
128,tangent-sse4.1,0.527000000,0.506000000,16384,2792,3.540797,-9.0348968505859375
128,tangent-sse4.2,0.513000000,0.505000000,16384,2792,3.637427,-9.0348968505859375
128,lane4-c,0.982000000,0.973000000,16384,0,1.900204,-9.0348949432373047
128,lane4-sse,0.256000000,0.241000000,16384,0,7.289062,-9.0348968505859375
128,lane4-sse2,0.297000000,0.242000000,16384,0,6.282828,-9.0348968505859375
128,lane4-sse3,0.249000000,0.242000000,16384,0,7.493976,-9.0348968505859375
128,lane4-ssse3,0.249000000,0.241000000,16384,0,7.493976,-9.0348968505859375
128,lane4-sse4.1,0.251000000,0.241000000,16384,0,7.434263,-9.0348968505859375
128,lane4-sse4.2,0.251000000,0.240000000,16384,0,7.434263,-9.0348968505859375
128,lane4-avx,0.145000000,0.136000000,16384,0,12.868966,-9.0348958969116211
128,lane4-avx-fma,0.134000000,0.129000000,16384,0,13.925373,-9.0348949432373047
128,lane4-avx2,0.138000000,0.134000000,16384,0,13.521739,-9.0348958969116211
128,lane4-avx2-fma,0.137000000,0.133000000,16384,0,13.620438,-9.0348949432373047
128,lane2-sse,0.244000000,0.240000000,16384,0,7.647541,-9.0348949432373047
128,ffmpeg-avtx,0.209000000,0.199000000,16384,0,8.928230,-9.0348939895629883
128,lane8-avx2-fma,0.168000000,0.163000000,16384,0,11.107143,-9.0348949432373047
128,hw-sse-auto,0.252000000,0.238000000,16384,0,7.404762,-9.0348968505859375
128,ffmpeg-sse,0.855000000,0.826000000,16384,0,2.182456,-9.0348949432373047
128,scaled-h16-hybrid,1.590000000,1.530000000,16384,0,1.173585,-9.0348949432373047
128,scaled-h16-paired-avx2,1.567000000,1.528000000,16384,0,1.190810,-9.0348949432373047
256,radix-2,4.011000000,3.986000000,16384,7696,1.000000,-6.9076118469238281
256,split-radix,4.311000000,4.153000000,16384,6664,0.930411,-6.9076118469238281
256,tangent,2.587000000,2.566000000,16384,6552,1.550445,-6.9076118469238281
256,tangent-x86-asm,0.456000000,0.434000000,16384,6552,8.796053,-6.9076123237609863
256,tangent-sse,1.084000000,1.046000000,16384,6552,3.700185,-6.9076118469238281
256,tangent-sse2,1.072000000,1.043000000,16384,6552,3.741604,-6.9076118469238281
256,tangent-sse3,1.079000000,1.032000000,16384,6552,3.717331,-6.9076118469238281
256,tangent-ssse3,1.050000000,1.028000000,16384,6552,3.820000,-6.9076118469238281
256,tangent-sse4.1,1.085000000,1.033000000,16384,6552,3.696774,-6.9076118469238281
256,tangent-sse4.2,1.051000000,1.031000000,16384,6552,3.816365,-6.9076118469238281
256,lane4-c,2.223000000,2.143000000,16384,0,1.804318,-6.9076123237609863
256,lane4-sse,0.477000000,0.465000000,16384,0,8.408805,-6.9076118469238281
256,lane4-sse2,0.477000000,0.467000000,16384,0,8.408805,-6.9076118469238281
256,lane4-sse3,0.491000000,0.468000000,16384,0,8.169043,-6.9076118469238281
256,lane4-ssse3,0.702000000,0.469000000,16384,0,5.713675,-6.9076118469238281
256,lane4-sse4.1,0.476000000,0.466000000,16384,0,8.426471,-6.9076118469238281
256,lane4-sse4.2,0.493000000,0.466000000,16384,0,8.135903,-6.9076118469238281
256,lane4-avx,0.270000000,0.254000000,16384,0,14.855556,-6.9076118469238281
256,lane4-avx-fma,0.252000000,0.239000000,16384,0,15.916667,-6.9076104164123535
256,lane4-avx2,0.258000000,0.252000000,16384,0,15.546512,-6.9076118469238281
256,lane4-avx2-fma,0.334000000,0.251000000,16384,0,12.008982,-6.9076104164123535
256,lane2-sse,0.489000000,0.483000000,16384,0,8.202454,-6.9076118469238281
256,ffmpeg-avtx,0.582000000,0.406000000,16384,0,6.891753,-6.9076108932495117
256,lane8-avx2-fma,0.350000000,0.336000000,16384,0,11.460000,-6.9076089859008789
256,hw-sse-auto,0.474000000,0.465000000,16384,0,8.462025,-6.9076118469238281
256,ffmpeg-sse,1.971000000,1.889000000,16384,0,2.035008,-6.9076104164123535
256,scaled-h16-hybrid,3.277000000,3.224000000,16384,0,1.223985,-6.9076108932495117
256,scaled-h16-paired-avx2,3.277000000,3.227000000,16384,0,1.223985,-6.9076108932495117
512,radix-2,9.110000000,8.793000000,9159,17936,1.000000,-24.924806594848633
512,split-radix,9.375000000,9.048000000,8719,15368,0.971733,-24.924808502197266
512,tangent,5.609000000,5.551000000,14605,15048,1.624175,-24.924806594848633
512,tangent-x86-asm,1.042000000,1.023000000,16384,15048,8.742802,-24.924808502197266
512,tangent-sse,2.328000000,2.281000000,16384,15048,3.913230,-24.924806594848633
512,tangent-sse2,2.323000000,2.280000000,16384,15048,3.921653,-24.924806594848633
512,tangent-sse3,2.340000000,2.235000000,16384,15048,3.893162,-24.924806594848633
512,tangent-ssse3,2.272000000,2.237000000,16384,15048,4.009683,-24.924806594848633
512,tangent-sse4.1,2.276000000,2.241000000,16384,15048,4.002636,-24.924806594848633
512,tangent-sse4.2,2.280000000,2.233000000,16384,15048,3.995614,-24.924806594848633
512,lane4-c,4.794000000,4.745000000,16384,0,1.900292,-24.924808502197266
512,lane4-sse,1.082000000,1.067000000,16384,0,8.419593,-24.924808502197266
512,lane4-sse2,1.114000000,1.068000000,16384,0,8.177738,-24.924808502197266
512,lane4-sse3,1.081000000,1.068000000,16384,0,8.427382,-24.924808502197266
512,lane4-ssse3,1.115000000,1.046000000,16384,0,8.170404,-24.924808502197266
512,lane4-sse4.1,1.082000000,1.067000000,16384,0,8.419593,-24.924808502197266
512,lane4-sse4.2,1.083000000,1.046000000,16384,0,8.411819,-24.924808502197266
512,lane4-avx,0.610000000,0.573000000,16384,0,14.934426,-24.924808502197266
512,lane4-avx-fma,0.558000000,0.545000000,16384,0,16.326165,-24.924808502197266
512,lane4-avx2,0.587000000,0.573000000,16384,0,15.519591,-24.924808502197266
512,lane4-avx2-fma,0.574000000,0.547000000,16384,0,15.871080,-24.924808502197266
512,lane2-sse,1.135000000,1.119000000,16384,0,8.026432,-24.924808502197266
512,ffmpeg-avtx,0.903000000,0.862000000,16384,0,10.088594,-24.924808502197266
512,lane8-avx2-fma,0.671000000,0.661000000,16384,0,13.576751,-24.924806594848633
512,hw-sse-auto,1.109000000,1.063000000,16384,0,8.214608,-24.924808502197266
512,ffmpeg-sse,4.216000000,4.113000000,16384,0,2.160816,-24.924808502197266
512,scaled-h16-hybrid,7.187000000,7.084000000,11743,0,1.267566,-24.924812316894531
512,scaled-h16-paired-avx2,6.769000000,6.667000000,12500,0,1.345841,-24.924812316894531
1024,radix-2,19.967000000,19.294000000,4429,40976,1.000000,-15.031408309936523
1024,split-radix,20.220000000,19.535000000,4169,34824,0.987488,-15.031408309936523
1024,tangent,12.249000000,12.128000000,6268,33968,1.630092,-15.031410217285156
1024,tangent-x86-asm,2.373000000,2.254000000,16384,33968,8.414244,-15.031408309936523
1024,tangent-sse,4.899000000,4.825000000,16384,33968,4.075730,-15.031410217285156
1024,tangent-sse2,4.899000000,4.821000000,16384,33968,4.075730,-15.031410217285156
1024,tangent-sse3,4.807000000,4.727000000,16384,33968,4.153734,-15.031410217285156
1024,tangent-ssse3,4.809000000,4.724000000,16384,33968,4.152007,-15.031410217285156
1024,tangent-sse4.1,4.798000000,4.725000000,16384,33968,4.161526,-15.031410217285156
1024,tangent-sse4.2,4.796000000,4.691000000,16384,33968,4.163261,-15.031410217285156
1024,lane4-c,10.635000000,10.534000000,7679,0,1.877480,-15.031412124633789
1024,lane4-sse,2.293000000,2.199000000,16384,0,8.707806,-15.031410217285156
1024,lane4-sse2,2.231000000,2.199000000,16384,0,8.949798,-15.031410217285156
1024,lane4-sse3,2.224000000,2.199000000,16384,0,8.977968,-15.031410217285156
1024,lane4-ssse3,2.234000000,2.199000000,16384,0,8.937780,-15.031410217285156
1024,lane4-sse4.1,2.229000000,2.199000000,16384,0,8.957829,-15.031410217285156
1024,lane4-sse4.2,2.223000000,2.199000000,16384,0,8.982006,-15.031410217285156
1024,lane4-avx,1.543000000,1.446000000,16384,0,12.940376,-15.031410217285156
1024,lane4-avx-fma,1.457000000,1.329000000,16384,0,13.704187,-15.031410217285156
1024,lane4-avx2,1.531000000,1.423000000,16384,0,13.041803,-15.031410217285156
1024,lane4-avx2-fma,1.485000000,1.340000000,16384,0,13.445791,-15.031410217285156
1024,lane2-sse,2.454000000,2.401000000,16384,0,8.136512,-15.031410217285156
1024,ffmpeg-avtx,2.171000000,2.062000000,16384,0,9.197144,-15.031406402587891
1024,lane8-avx2-fma,1.567000000,1.530000000,16384,0,12.742183,-15.031410217285156
1024,hw-sse-auto,2.226000000,2.198000000,16384,0,8.969901,-15.031410217285156
1024,ffmpeg-sse,9.481000000,9.243000000,9140,0,2.106001,-15.031408309936523
1024,scaled-h16-hybrid,15.911000000,15.685000000,5519,0,1.254918,-15.031408309936523
1024,scaled-h16-paired-avx2,13.648000000,13.488000000,6614,0,1.462998,-15.031408309936523
2048,radix-2,42.184000000,42.017000000,1954,92176,1.000000,-82.4429931640625
2048,split-radix,43.872500000,42.367000000,2050,77832,0.961513,-82.4429931640625
2048,tangent,26.018000000,25.811000000,3560,75688,1.621339,-82.442985534667969
2048,tangent-x86-asm,4.834000000,4.657000000,16384,75688,8.726520,-82.442985534667969
2048,tangent-sse,10.571000000,10.196000000,8177,75688,3.990540,-82.442985534667969
2048,tangent-sse2,10.392000000,10.275000000,8469,75688,4.059276,-82.442985534667969
2048,tangent-sse3,10.150000000,9.983000000,8978,75688,4.156059,-82.442985534667969
2048,tangent-ssse3,10.570000000,9.986000000,8824,75688,3.990918,-82.442985534667969
2048,tangent-sse4.1,10.455000000,9.967000000,8534,75688,4.034816,-82.442985534667969
2048,tangent-sse4.2,10.180000000,9.974000000,8138,75688,4.143811,-82.442985534667969
2048,lane4-c,23.901000000,23.026000000,3547,0,1.764947,-82.4429931640625
2048,lane4-sse,6.122000000,5.890000000,13964,0,6.890559,-82.4429931640625
2048,lane4-sse2,6.095000000,5.895000000,15326,0,6.921083,-82.4429931640625
2048,lane4-sse3,6.146000000,5.878000000,14890,0,6.863651,-82.4429931640625
2048,lane4-ssse3,6.089000000,5.892000000,15226,0,6.927903,-82.4429931640625
2048,lane4-sse4.1,6.096000000,5.915000000,14517,0,6.919948,-82.4429931640625
2048,lane4-sse4.2,6.077000000,5.908000000,14531,0,6.941583,-82.4429931640625
2048,lane4-avx,4.286000000,4.062000000,16384,0,9.842277,-82.4429931640625
2048,lane4-avx-fma,4.268000000,4.071000000,16384,0,9.883786,-82.4429931640625
2048,lane4-avx2,4.240000000,4.084000000,16384,0,9.949057,-82.4429931640625
2048,lane4-avx2-fma,4.044000000,3.884000000,16384,0,10.431256,-82.4429931640625
2048,lane2-sse,6.029000000,5.856000000,15459,0,6.996849,-82.4429931640625
2048,ffmpeg-avtx,4.345000000,4.225000000,16384,0,9.708631,-82.442985534667969
2048,lane8-avx2-fma,3.565000000,3.454000000,16384,0,11.832819,-82.4429931640625
2048,hw-sse-auto,6.084000000,5.874000000,13687,0,6.933596,-82.4429931640625
2048,ffmpeg-sse,20.104000000,19.908000000,3956,0,2.098289,-82.4429931640625
2048,scaled-h16-hybrid,36.602000000,34.277000000,1928,0,1.152505,-82.4429931640625
2048,scaled-h16-paired-avx2,29.529000000,28.315000000,3143,0,1.428562,-82.4429931640625
4096,radix-2,95.030000000,90.963000000,950,204816,1.000000,-8.3144569396972656
4096,split-radix,95.876000000,92.141000000,929,172040,0.991176,-8.3144607543945312
4096,tangent,55.568000000,55.200000000,1673,166856,1.710157,-8.3144645690917969
4096,tangent-x86-asm,11.067000000,10.725000000,8414,166856,8.586790,-8.3144626617431641
4096,tangent-sse,23.358000000,22.282000000,3838,166856,4.068413,-8.3144645690917969
4096,tangent-sse2,22.753000000,22.458000000,3874,166856,4.176592,-8.3144645690917969
4096,tangent-sse3,22.299000000,21.924000000,4064,166856,4.261626,-8.3144645690917969
4096,tangent-ssse3,22.311000000,21.924000000,4018,166856,4.259334,-8.3144645690917969
4096,tangent-sse4.1,22.604500000,21.896000000,4032,166856,4.204030,-8.3144645690917969
4096,tangent-sse4.2,22.341000000,21.973000000,4045,166856,4.253614,-8.3144645690917969
4096,lane4-c,52.580000000,50.753000000,1710,0,1.807341,-8.3144588470458984
4096,lane4-sse,13.206000000,12.899000000,6498,0,7.195972,-8.3144454956054688
4096,lane4-sse2,13.505000000,12.757000000,6869,0,7.036653,-8.3144454956054688
4096,lane4-sse3,13.239000000,12.741000000,6728,0,7.178035,-8.3144454956054688
4096,lane4-ssse3,13.195000000,12.765000000,6925,0,7.201970,-8.3144454956054688
4096,lane4-sse4.1,13.340000000,12.746000000,6895,0,7.123688,-8.3144454956054688
4096,lane4-sse4.2,13.297000000,12.825000000,6650,0,7.146725,-8.3144454956054688
4096,lane4-avx,9.944000000,9.532000000,8842,0,9.556516,-8.314453125
4096,lane4-avx-fma,9.165000000,8.905000000,9816,0,10.368794,-8.3144474029541016
4096,lane4-avx2,9.980000000,9.568000000,9268,0,9.522044,-8.314453125
4096,lane4-avx2-fma,9.331000000,9.071000000,9877,0,10.184332,-8.3144474029541016
4096,lane2-sse,13.323000000,13.042000000,6956,0,7.132778,-8.3144493103027344
4096,ffmpeg-avtx,10.913000000,10.503000000,8405,0,8.707963,-8.3144493103027344
4096,lane8-avx2-fma,10.212000000,9.538000000,9541,0,9.305719,-8.3144741058349609
4096,hw-sse-auto,15.122000000,14.309000000,6239,0,6.284222,-8.3144454956054688
4096,ffmpeg-sse,44.520000000,43.865000000,2000,0,2.134546,-8.3144550323486328
4096,scaled-h16-hybrid,74.139000000,73.295000000,1235,0,1.281782,-8.314453125
4096,scaled-h16-paired-avx2,58.849000000,58.388000000,1524,0,1.614811,-8.314453125
8192,radix-2,225.430000000,210.056000000,409,450576,1.000000,113.59976196289062
8192,split-radix,205.968000000,198.356000000,453,376840,1.094490,113.59983825683594
8192,tangent,125.369500000,120.900000000,726,364680,1.798125,113.59983062744141
8192,tangent-x86-asm,27.001500000,25.356000000,3042,364680,8.348795,113.59983062744141
8192,tangent-sse,51.484500000,50.115000000,1668,364680,4.378599,113.59983062744141
8192,tangent-sse2,51.332000000,50.104000000,1744,364680,4.391608,113.59983062744141
8192,tangent-sse3,50.440000000,49.218000000,1753,364680,4.469270,113.59983062744141
8192,tangent-ssse3,50.194000000,49.169000000,1816,364680,4.491174,113.59983062744141
8192,tangent-sse4.1,50.411500000,49.213000000,1726,364680,4.471797,113.59983062744141
8192,tangent-sse4.2,50.155000000,49.157000000,1817,364680,4.494667,113.59983062744141
8192,lane4-c,110.560000000,109.545000000,816,0,2.038983,113.59980773925781
8192,lane4-sse,31.616000000,30.830000000,2654,0,7.130251,113.59982299804688
8192,lane4-sse2,31.541500000,30.874000000,2828,0,7.147092,113.59982299804688
8192,lane4-sse3,31.590000000,30.880000000,2747,0,7.136119,113.59982299804688
8192,lane4-ssse3,31.499000000,30.796000000,2832,0,7.156735,113.59982299804688
8192,lane4-sse4.1,31.572500000,30.819000000,2734,0,7.140074,113.59982299804688
8192,lane4-sse4.2,31.537500000,30.828000000,2780,0,7.147998,113.59982299804688
8192,lane4-avx,22.076000000,21.597000000,4132,0,10.211542,113.59980773925781
8192,lane4-avx-fma,21.881000000,21.407000000,4134,0,10.302546,113.59982299804688
8192,lane4-avx2,23.082000000,22.511000000,3759,0,9.766485,113.59980773925781
8192,lane4-avx2-fma,25.341000000,24.182000000,3538,0,8.895860,113.59982299804688
8192,lane2-sse,35.878000000,35.136000000,2363,0,6.283238,113.59979248046875
8192,ffmpeg-avtx,27.659000000,25.461000000,3128,0,8.150331,113.59982299804688
8192,lane8-avx2-fma,19.351000000,18.775000000,4641,0,11.649527,113.59980773925781
8192,hw-sse-auto,32.342500000,30.831000000,2792,0,6.970086,113.59982299804688
8192,ffmpeg-sse,103.485000000,99.184000000,836,0,2.178383,113.59981536865234
8192,scaled-h16-hybrid,163.866000000,156.653000000,536,0,1.375697,113.59983062744141
8192,scaled-h16-paired-avx2,129.356000000,124.044000000,722,0,1.742710,113.59983062744141
