n,algorithm,median_us,minimum_us,samples,theoretical_flops,speedup_vs_radix2,checksum
512,tangent-x86-asm,1.053000000,1.010000000,16384,15048,8.404558,-24.924808502197266
512,tangent-sse,2.309000000,2.266000000,16384,15048,3.832828,-24.924806594848633
512,tangent-sse2,2.321000000,2.268000000,16384,15048,3.813012,-24.924806594848633
512,tangent-sse3,2.278000000,2.235000000,16384,15048,3.884987,-24.924806594848633
512,tangent-ssse3,2.271000000,2.237000000,16384,15048,3.896962,-24.924806594848633
512,tangent-sse4.1,2.325000000,2.240000000,16384,15048,3.806452,-24.924806594848633
512,tangent-sse4.2,2.320000000,2.236000000,16384,15048,3.814655,-24.924806594848633
512,lane4-c,4.782000000,4.744000000,16384,0,1.850690,-24.924808502197266
512,lane4-sse,1.082000000,1.045000000,16384,0,8.179298,-24.924808502197266
512,lane4-sse2,1.084000000,1.068000000,16384,0,8.164207,-24.924808502197266
512,lane4-sse3,1.082000000,1.067000000,16384,0,8.179298,-24.924808502197266
512,lane4-ssse3,1.107000000,1.068000000,16384,0,7.994580,-24.924808502197266
512,lane4-sse4.1,1.112000000,1.069000000,16384,0,7.958633,-24.924808502197266
512,lane4-sse4.2,1.082000000,1.067000000,16384,0,8.179298,-24.924808502197266
512,lane4-avx,0.585000000,0.573000000,16384,0,15.128205,-24.924808502197266
512,lane4-avx-fma,0.557000000,0.530000000,16384,0,15.888689,-24.924808502197266
512,lane4-avx2,0.595000000,0.578000000,16384,0,14.873950,-24.924808502197266
512,lane4-avx2-fma,0.571000000,0.530000000,16384,0,15.499124,-24.924808502197266
512,lane2-sse,1.131000000,1.117000000,16384,0,7.824934,-24.924808502197266
512,ffmpeg-avtx,0.903000000,0.859000000,16384,0,9.800664,-24.924808502197266
512,lane8-avx2-fma,0.692000000,0.657000000,16384,0,12.789017,-24.924806594848633
512,hw-sse-auto,1.080000000,1.064000000,16384,0,8.194444,-24.924808502197266
512,ffmpeg-sse,4.217000000,4.111000000,16384,0,2.098648,-24.924808502197266
512,scaled-h16-hybrid,7.339000000,7.058000000,11338,0,1.205886,-24.924812316894531
512,scaled-h16-paired-avx2,6.753000000,6.662000000,12213,0,1.310529,-24.924812316894531
1024,radix-2,19.345000000,19.207000000,4268,40976,1.000000,-15.031408309936523
1024,split-radix,19.714500000,19.597000000,4498,34824,0.981257,-15.031408309936523
1024,tangent,12.243000000,12.111000000,7005,33968,1.580087,-15.031410217285156
1024,tangent-x86-asm,2.366000000,2.198000000,16384,33968,8.176247,-15.031408309936523
1024,tangent-sse,5.049000000,4.821000000,16384,33968,3.831452,-15.031410217285156
1024,tangent-sse2,5.022000000,4.820000000,16127,33968,3.852051,-15.031410217285156
1024,tangent-sse3,4.813000000,4.727000000,16384,33968,4.019323,-15.031410217285156
1024,tangent-ssse3,4.915000000,4.719000000,16384,33968,3.935910,-15.031410217285156
1024,tangent-sse4.1,4.918000000,4.722000000,16384,33968,3.933510,-15.031410217285156
1024,tangent-sse4.2,4.799000000,4.723000000,16384,33968,4.031048,-15.031410217285156
1024,lane4-c,10.641000000,10.550000000,8257,0,1.817968,-15.031412124633789
1024,lane4-sse,2.228000000,2.201000000,16384,0,8.682675,-15.031410217285156
1024,lane4-sse2,2.224000000,2.197000000,16384,0,8.698291,-15.031410217285156
1024,lane4-sse3,2.227000000,2.198000000,16384,0,8.686574,-15.031410217285156
1024,lane4-ssse3,2.240000000,2.201000000,16384,0,8.636161,-15.031410217285156
1024,lane4-sse4.1,2.225000000,2.199000000,16384,0,8.694382,-15.031410217285156
1024,lane4-sse4.2,2.288000000,2.201000000,16384,0,8.454983,-15.031410217285156
1024,lane4-avx,1.568000000,1.440000000,16384,0,12.337372,-15.031410217285156
1024,lane4-avx-fma,1.435000000,1.343000000,16384,0,13.480836,-15.031410217285156
1024,lane4-avx2,1.610000000,1.465000000,16384,0,12.015528,-15.031410217285156
1024,lane4-avx2-fma,1.490000000,1.375000000,16384,0,12.983221,-15.031410217285156
1024,lane2-sse,2.530000000,2.411000000,16384,0,7.646245,-15.031410217285156
1024,ffmpeg-avtx,2.160000000,2.027000000,16384,0,8.956019,-15.031406402587891
1024,lane8-avx2-fma,1.566000000,1.545000000,16384,0,12.353129,-15.031410217285156
1024,hw-sse-auto,2.229000000,2.197000000,16384,0,8.678780,-15.031410217285156
1024,ffmpeg-sse,9.477000000,9.250000000,8558,0,2.041258,-15.031408309936523
1024,scaled-h16-hybrid,16.391500000,15.740000000,4932,0,1.180185,-15.031408309936523
1024,scaled-h16-paired-avx2,14.001000000,13.517000000,5671,0,1.381687,-15.031408309936523
2048,radix-2,43.510500000,42.045000000,1876,92176,1.000000,-82.4429931640625
2048,split-radix,44.072000000,42.490000000,1866,77832,0.987259,-82.4429931640625
2048,tangent,25.926000000,25.744000000,3360,75688,1.678257,-82.442985534667969
2048,tangent-x86-asm,4.739000000,4.562000000,16384,75688,9.181367,-82.442985534667969
2048,tangent-sse,10.637000000,10.136000000,8290,75688,4.090486,-82.442985534667969
2048,tangent-sse2,10.354000000,10.144000000,8374,75688,4.202289,-82.442985534667969
2048,tangent-sse3,10.393000000,9.929000000,8281,75688,4.186520,-82.442985534667969
2048,tangent-ssse3,10.100000000,9.934000000,8557,75688,4.307970,-82.442985534667969
2048,tangent-sse4.1,10.100000000,9.935000000,8704,75688,4.307970,-82.442985534667969
2048,tangent-sse4.2,10.171000000,9.930000000,8217,75688,4.277898,-82.442985534667969
2048,lane4-c,23.887000000,23.073000000,3556,0,1.821514,-82.4429931640625
2048,lane4-sse,6.076000000,5.887000000,14557,0,7.161043,-82.4429931640625
2048,lane4-sse2,6.085000000,5.883000000,13897,0,7.150452,-82.4429931640625
2048,lane4-sse3,6.087000000,5.919000000,13896,0,7.148103,-82.4429931640625
2048,lane4-ssse3,6.097000000,5.869000000,14698,0,7.136379,-82.4429931640625
2048,lane4-sse4.1,6.106000000,5.880000000,14489,0,7.125860,-82.4429931640625
2048,lane4-sse4.2,6.095000000,5.868000000,14650,0,7.138720,-82.4429931640625
2048,lane4-avx,4.395000000,4.142000000,16384,0,9.900000,-82.4429931640625
2048,lane4-avx-fma,4.305000000,4.087000000,16384,0,10.106969,-82.4429931640625
2048,lane4-avx2,4.263000000,4.082000000,16384,0,10.206545,-82.4429931640625
2048,lane4-avx2-fma,4.021000000,3.828000000,16384,0,10.820816,-82.4429931640625
2048,lane2-sse,6.129000000,5.894000000,13623,0,7.099119,-82.4429931640625
2048,ffmpeg-avtx,4.399000000,4.257000000,16384,0,9.890998,-82.442985534667969
2048,lane8-avx2-fma,3.534000000,3.421000000,16384,0,12.311969,-82.4429931640625
2048,hw-sse-auto,6.190000000,5.859000000,14406,0,7.029160,-82.4429931640625
2048,ffmpeg-sse,20.121000000,19.838000000,4169,0,2.162442,-82.4429931640625
2048,scaled-h16-hybrid,35.595000000,34.219000000,2402,0,1.222377,-82.4429931640625
2048,scaled-h16-paired-avx2,28.677000000,28.409000000,3035,0,1.517261,-82.4429931640625
4096,radix-2,94.532000000,91.337000000,885,204816,1.000000,-8.3144569396972656
4096,split-radix,95.812000000,92.431000000,901,172040,0.986641,-8.3144607543945312
4096,tangent,57.521000000,55.533000000,1437,166856,1.643435,-8.3144645690917969
4096,tangent-x86-asm,11.547000000,10.864000000,6914,166856,8.186715,-8.3144626617431641
4096,tangent-sse,23.322000000,22.395000000,3490,166856,4.053340,-8.3144645690917969
4096,tangent-sse2,23.552000000,22.432000000,3615,166856,4.013757,-8.3144645690917969
4096,tangent-sse3,23.092000000,22.016000000,3946,166856,4.093712,-8.3144645690917969
4096,tangent-ssse3,23.130000000,22.057000000,3791,166856,4.086987,-8.3144645690917969
4096,tangent-sse4.1,22.960000000,22.040000000,3861,166856,4.117247,-8.3144645690917969
4096,tangent-sse4.2,22.490000000,22.176000000,3661,166856,4.203290,-8.3144645690917969
4096,lane4-c,52.462000000,50.711000000,1617,0,1.801914,-8.3144588470458984
4096,lane4-sse,13.224000000,12.790000000,6422,0,7.148518,-8.3144454956054688
4096,lane4-sse2,13.274000000,12.865000000,6485,0,7.121591,-8.3144454956054688
4096,lane4-sse3,13.524000000,12.822000000,6156,0,6.989944,-8.3144454956054688
4096,lane4-ssse3,13.480000000,12.800000000,6189,0,7.012760,-8.3144454956054688
4096,lane4-sse4.1,13.235000000,12.788000000,6622,0,7.142577,-8.3144454956054688
4096,lane4-sse4.2,13.214000000,12.787000000,6760,0,7.153928,-8.3144454956054688
4096,lane4-avx,9.611000000,9.342000000,9275,0,9.835813,-8.314453125
4096,lane4-avx-fma,9.380000000,9.134000000,10098,0,10.078038,-8.3144474029541016
4096,lane4-avx2,10.021000000,9.568000000,9507,0,9.433390,-8.314453125
4096,lane4-avx2-fma,9.707000000,9.210000000,9737,0,9.738539,-8.3144474029541016
4096,lane2-sse,13.711000000,13.165000000,6685,0,6.894610,-8.3144493103027344
4096,ffmpeg-avtx,10.766000000,10.354000000,8507,0,8.780606,-8.3144493103027344
4096,lane8-avx2-fma,9.146000000,8.661000000,9729,0,10.335885,-8.3144741058349609
4096,hw-sse-auto,13.584000000,12.841000000,6214,0,6.959069,-8.3144454956054688
4096,ffmpeg-sse,45.846500000,43.784000000,1830,0,2.061924,-8.3144550323486328
4096,scaled-h16-hybrid,76.097500000,73.160000000,1064,0,1.242248,-8.314453125
4096,scaled-h16-paired-avx2,58.911000000,58.188000000,1441,0,1.604658,-8.314453125
8192,radix-2,218.410500000,209.378000000,404,450576,1.000000,113.59976196289062
8192,split-radix,210.760500000,199.001000000,438,376840,1.036297,113.59983825683594
8192,tangent,125.883000000,120.689000000,720,364680,1.735028,113.59983062744141
8192,tangent-x86-asm,26.947000000,26.126000000,3289,364680,8.105188,113.59983062744141
8192,tangent-sse,53.409000000,50.536000000,1637,364680,4.089395,113.59983062744141
8192,tangent-sse2,53.450000000,52.129000000,1755,364680,4.086258,113.59983062744141
8192,tangent-sse3,52.278500000,49.432000000,1702,364680,4.177826,113.59983062744141
8192,tangent-ssse3,52.126000000,49.448000000,1711,364680,4.190049,113.59983062744141
8192,tangent-sse4.1,51.213000000,49.383000000,1745,364680,4.264747,113.59983062744141
8192,tangent-sse4.2,50.552000000,49.476000000,1777,364680,4.320512,113.59983062744141
8192,lane4-c,114.266000000,109.735000000,781,0,1.911422,113.59980773925781
8192,lane4-sse,31.141000000,30.554000000,2926,0,7.013599,113.59982299804688
8192,lane4-sse2,31.219500000,30.416000000,2812,0,6.995964,113.59982299804688
8192,lane4-sse3,31.152000000,30.410000000,2931,0,7.011123,113.59982299804688
8192,lane4-ssse3,32.080500000,30.490000000,2706,0,6.808201,113.59982299804688
8192,lane4-sse4.1,31.168000000,30.481000000,2885,0,7.007524,113.59982299804688
8192,lane4-sse4.2,31.179000000,30.488000000,2805,0,7.005051,113.59982299804688
8192,lane4-avx,22.609500000,22.017000000,3948,0,9.660121,113.59980773925781
8192,lane4-avx-fma,21.919000000,21.424000000,4029,0,9.964437,113.59982299804688
8192,lane4-avx2,22.548000000,22.056000000,3921,0,9.686469,113.59980773925781
8192,lane4-avx2-fma,22.111000000,21.537000000,4111,0,9.877911,113.59982299804688
8192,lane2-sse,31.969000000,30.618000000,2819,0,6.831947,113.59979248046875
8192,ffmpeg-avtx,25.983500000,25.158000000,3472,0,8.405738,113.59982299804688
8192,lane8-avx2-fma,18.978000000,18.378000000,4529,0,11.508615,113.59980773925781
8192,hw-sse-auto,31.202000000,30.858000000,2861,0,6.999888,113.59982299804688
8192,ffmpeg-sse,103.377000000,98.397000000,871,0,2.112757,113.59981536865234
8192,scaled-h16-hybrid,162.452000000,155.879000000,549,0,1.344462,113.59983062744141
8192,scaled-h16-paired-avx2,128.179000000,123.150000000,713,0,1.703949,113.59983062744141
